transaction_id,employee_id,employee_name,department,role,category,vendor,amount,payment_method,location,hour,is_weekend,is_night,is_fraud,fraud_type,emp_hist_mean,emp_hist_std,amount_deviation_score
TX-11333,EMP-1055,Employee 1055,Marketing,Associate,Meals,UberEats,107.83,Reimbursement Request,Domestic,15,0,0,0,None,177.0,44.25,-1.56
TX-10120,EMP-1059,Employee 1059,Executive,Associate,Equipment,CDW Corporation,140.39,Invoice/Wire,Domestic,10,0,0,0,None,153.78,36.08,-0.37
TX-11295,EMP-1092,Employee 1092,Operations,Executive,Travel,Uber,1848.48,Corporate Credit Card,Domestic,17,0,0,0,None,2132.07,247.59,-1.15
TX-10228,EMP-1059,Employee 1059,Executive,Associate,Consulting,Accenture,185.47,Invoice/Wire,Domestic,10,0,0,0,None,153.78,36.08,0.88
TX-11304,EMP-1033,Employee 1033,HR,Contractor,Meals,Local Diner,280.16,Invoice/Wire,Domestic,23,1,1,0,None,284.84,70.37,-0.07
TX-10523,EMP-1053,Employee 1053,HR,Associate,Entertainment,City Arena,116.62,Invoice/Wire,Domestic,16,1,0,0,None,199.44,48.62,-1.7
TX-10556,EMP-1013,Employee 1013,Executive,Associate,Office Supplies,Target,182.43,Invoice/Wire,International (Low Risk),12,0,0,0,None,132.01,17.39,2.9
TX-10626,EMP-1041,Employee 1041,Marketing,Associate,Entertainment,City Arena,173.64,Invoice/Wire,International (Low Risk),16,0,0,0,None,125.4,12.06,4.0
TX-10280,EMP-1011,Employee 1011,HR,Manager,Equipment,CDW Corporation,761.34,Reimbursement Request,Domestic,8,0,0,0,None,547.59,53.44,4.0
TX-10037,EMP-1026,Employee 1026,Finance,Associate,Equipment,CDW Corporation,210.56,Reimbursement Request,Domestic,15,0,0,0,None,165.65,29.75,1.51
TX-10439,EMP-1089,Employee 1089,Engineering,Contractor,Software Licenses,Zoom,171.91,Corporate Credit Card,Domestic,14,1,0,0,None,260.59,41.99,-2.11
TX-10415,EMP-1028,Employee 1028,Marketing,Executive,Office Supplies,Target,3047.03,Reimbursement Request,Domestic,9,0,0,0,None,2272.82,294.31,2.63
TX-11236,EMP-1022,Employee 1022,Engineering,Manager,Travel,Uber,542.4,Reimbursement Request,Domestic,22,0,1,0,None,731.55,112.33,-1.68
TX-3249,EMP-1029,Employee 1029,HR,Contractor,Meals,Local Diner,205.74,Reimbursement Request,Domestic,21,0,0,1,Duplicate Claim,212.32,50.52,-0.13
TX-10348,EMP-1075,Employee 1075,Executive,Associate,Equipment,Best Buy,55.78,Reimbursement Request,Domestic,8,1,0,0,None,94.04,42.37,-0.9
TX-11384,EMP-1041,Employee 1041,Marketing,Associate,Consulting,Shadow Advisory Group,118.23,Corporate Credit Card,International (Low Risk),11,0,0,0,None,125.4,12.06,-0.59
TX-11453,EMP-1018,Employee 1018,HR,Associate,Travel,Delta Airlines,99.36,Corporate Credit Card,International (Low Risk),14,1,0,0,None,91.4,21.85,0.36
TX-10910,EMP-1078,Employee 1078,Executive,Associate,Travel,Uber,137.23,Corporate Credit Card,Domestic,17,1,0,0,None,183.5,23.52,-1.97
TX-10447,EMP-1070,Employee 1070,HR,Associate,Travel,Marriott Hotels,73.46,Invoice/Wire,Domestic,12,0,0,0,None,107.76,44.05,-0.78
TX-10440,EMP-1042,Employee 1042,Finance,Associate,Office Supplies,Target,294.07,Reimbursement Request,Domestic,17,1,0,0,None,145.15,37.23,4.0
TX-3297,EMP-1037,Employee 1037,Sales,Manager,Consulting,Shadow Advisory Group,47636.38,Invoice/Wire,International (High Risk),3,1,1,1,High-Risk Tax Haven Offshore Wire,468.81,144.29,326.89
TX-11470,EMP-1072,Employee 1072,Engineering,Contractor,Meals,Starbucks,93.53,Reimbursement Request,Domestic,12,0,0,0,None,167.6,40.45,-1.83
TX-10895,EMP-1098,Employee 1098,Marketing,Associate,Office Supplies,Amazon Business,139.8,Corporate Credit Card,International (High Risk),22,0,1,0,None,178.47,36.35,-1.06
TX-11082,EMP-1054,Employee 1054,Finance,Contractor,Entertainment,TopGolf,391.18,Reimbursement Request,Domestic,9,1,0,0,None,308.28,46.95,1.77
TX-11518,EMP-1056,Employee 1056,Executive,Associate,Entertainment,Vegas VIP Clubs,126.25,Reimbursement Request,International (Low Risk),10,0,0,0,None,146.3,13.37,-1.5
TX-10187,EMP-1079,Employee 1079,HR,Associate,Meals,Catering Co,143.55,Reimbursement Request,International (Low Risk),8,0,0,0,None,115.77,36.88,0.75
TX-11008,EMP-1053,Employee 1053,HR,Associate,Travel,Delta Airlines,225.1,Corporate Credit Card,International (Low Risk),10,0,0,0,None,199.44,48.62,0.53
TX-10750,EMP-1032,Employee 1032,Sales,Manager,Travel,Marriott Hotels,446.94,Reimbursement Request,International (Low Risk),12,0,0,0,None,528.27,71.84,-1.13
TX-10194,EMP-1066,Employee 1066,Finance,Associate,Office Supplies,Target,158.3,Reimbursement Request,Domestic,14,0,0,0,None,135.8,40.74,0.55
TX-11588,EMP-1011,Employee 1011,HR,Manager,Consulting,Delta Consulting,327.87,Invoice/Wire,International (Low Risk),14,0,0,0,None,547.59,53.44,-4.11
TX-10543,EMP-1096,Employee 1096,Executive,Associate,Equipment,CDW Corporation,72.82,Reimbursement Request,International (Low Risk),17,1,0,0,None,109.78,34.63,-1.07
TX-11517,EMP-1004,Employee 1004,HR,Manager,Software Licenses,AWS,774.83,Invoice/Wire,Domestic,16,0,0,0,None,452.12,102.48,3.15
TX-10116,EMP-1007,Employee 1007,Executive,Manager,Software Licenses,Zoom,517.17,Invoice/Wire,International (High Risk),17,0,0,0,None,557.12,109.24,-0.37
TX-10590,EMP-1044,Employee 1044,HR,Manager,Equipment,Best Buy,403.25,Reimbursement Request,Domestic,17,0,0,0,None,484.83,74.22,-1.1
TX-11570,EMP-1020,Employee 1020,HR,Associate,Software Licenses,Salesforce,71.96,Reimbursement Request,Domestic,16,0,0,0,None,52.11,17.95,1.11
TX-10414,EMP-1058,Employee 1058,Executive,Contractor,Entertainment,Vegas VIP Clubs,341.92,Corporate Credit Card,Domestic,8,0,0,0,None,393.42,44.2,-1.17
TX-11183,EMP-1018,Employee 1018,HR,Associate,Consulting,Apex Legal,106.03,Corporate Credit Card,Domestic,10,0,0,0,None,91.4,21.85,0.67
TX-10082,EMP-1023,Employee 1023,Engineering,Manager,Travel,Airbnb,679.88,Invoice/Wire,Domestic,9,0,0,0,None,485.41,116.88,1.66
TX-10919,EMP-1082,Employee 1082,Operations,Associate,Consulting,Shadow Advisory Group,151.41,Invoice/Wire,Domestic,14,0,0,0,None,69.06,30.89,2.67
TX-11594,EMP-1084,Employee 1084,Executive,Manager,Consulting,Apex Legal,436.08,Invoice/Wire,Domestic,16,0,0,0,None,565.68,104.06,-1.25
TX-10290,EMP-1096,Employee 1096,Executive,Associate,Travel,Hertz,91.4,Invoice/Wire,Domestic,9,1,0,0,None,109.78,34.63,-0.53
TX-10382,EMP-1060,Employee 1060,Sales,Manager,Travel,Uber,270.38,Reimbursement Request,Domestic,8,0,0,0,None,309.04,99.39,-0.39
TX-10507,EMP-1001,Employee 1001,Finance,Manager,Equipment,Dell Technologies,248.64,Corporate Credit Card,Domestic,22,0,1,0,None,378.0,55.81,-2.32
TX-10780,EMP-1038,Employee 1038,Executive,Manager,Consulting,Apex Legal,385.31,Corporate Credit Card,Domestic,8,0,0,0,None,579.05,90.38,-2.14
TX-11289,EMP-1077,Employee 1077,Operations,Associate,Travel,Airbnb,209.17,Corporate Credit Card,International (Low Risk),11,0,0,0,None,169.74,36.0,1.1
TX-10766,EMP-1003,Employee 1003,Engineering,Associate,Consulting,McKinsey & Co,230.91,Invoice/Wire,Domestic,9,0,0,0,None,190.78,10.03,4.0
TX-11323,EMP-1063,Employee 1063,Executive,Manager,Office Supplies,Staples,841.08,Invoice/Wire,International (Low Risk),9,1,0,0,None,786.51,89.31,0.61
TX-11209,EMP-1093,Employee 1093,Executive,Executive,Office Supplies,OfficeMax,1175.06,Invoice/Wire,International (High Risk),11,0,0,0,None,1232.15,213.8,-0.27
TX-11436,EMP-1021,Employee 1021,Marketing,Associate,Travel,Delta Airlines,147.88,Corporate Credit Card,Domestic,8,0,0,0,None,140.89,47.05,0.15
TX-10756,EMP-1023,Employee 1023,Engineering,Manager,Consulting,Apex Legal,417.25,Corporate Credit Card,Domestic,14,0,0,0,None,485.41,116.88,-0.58
TX-10681,EMP-1084,Employee 1084,Executive,Manager,Consulting,Delta Consulting,688.07,Corporate Credit Card,Domestic,9,0,0,0,None,565.68,104.06,1.18
TX-10988,EMP-1072,Employee 1072,Engineering,Contractor,Office Supplies,Amazon Business,111.26,Corporate Credit Card,Domestic,10,0,0,0,None,167.6,40.45,-1.39
TX-11336,EMP-1065,Employee 1065,Sales,Associate,Entertainment,Private Dining Services,129.79,Corporate Credit Card,Domestic,10,0,0,0,None,123.88,17.81,0.33
TX-10269,EMP-1006,Employee 1006,HR,Contractor,Consulting,Apex Legal,214.51,Corporate Credit Card,Domestic,9,0,0,0,None,208.19,34.53,0.18
TX-10455,EMP-1033,Employee 1033,HR,Contractor,Consulting,Shadow Advisory Group,96.32,Invoice/Wire,International (Low Risk),22,0,1,0,None,284.84,70.37,-2.68
TX-10957,EMP-1060,Employee 1060,Sales,Manager,Consulting,Shadow Advisory Group,194.61,Reimbursement Request,Domestic,9,0,0,0,None,309.04,99.39,-1.15
TX-10983,EMP-1043,Employee 1043,Finance,Associate,Meals,Catering Co,98.17,Corporate Credit Card,Domestic,13,1,0,0,None,197.85,19.68,-5.07
TX-11311,EMP-1095,Employee 1095,Engineering,Associate,Entertainment,TopGolf,266.45,Reimbursement Request,Domestic,15,0,0,0,None,171.04,23.85,4.0
TX-10878,EMP-1035,Employee 1035,Marketing,Associate,Meals,Starbucks,217.64,Invoice/Wire,Domestic,14,1,0,0,None,172.7,44.43,1.01
TX-10033,EMP-1082,Employee 1082,Operations,Associate,Entertainment,City Arena,75.91,Invoice/Wire,International (Low Risk),15,0,0,0,None,69.06,30.89,0.22
TX-11382,EMP-1091,Employee 1091,Finance,Associate,Entertainment,TopGolf,159.42,Reimbursement Request,International (High Risk),13,0,0,0,None,133.15,34.47,0.76
TX-11397,EMP-1023,Employee 1023,Engineering,Manager,Software Licenses,GitHub,217.42,Invoice/Wire,International (Low Risk),8,0,0,0,None,485.41,116.88,-2.29
TX-10351,EMP-1071,Employee 1071,Marketing,Manager,Consulting,Shadow Advisory Group,464.63,Reimbursement Request,International (Low Risk),13,1,0,0,None,578.4,143.62,-0.79
TX-10080,EMP-1079,Employee 1079,HR,Associate,Travel,Marriott Hotels,147.75,Invoice/Wire,Domestic,10,1,0,0,None,115.77,36.88,0.87
TX-10640,EMP-1015,Employee 1015,HR,Associate,Travel,Uber,242.44,Corporate Credit Card,International (Low Risk),11,0,0,0,None,188.28,13.54,4.0
TX-3309,EMP-1022,Employee 1022,Engineering,Manager,Equipment,Apple Store,4181.09,Corporate Credit Card,Domestic,2,1,1,1,Suspicious Off-hours Purchase,731.55,112.33,30.71
TX-11273,EMP-1079,Employee 1079,HR,Associate,Meals,Starbucks,187.76,Reimbursement Request,Domestic,14,0,0,0,None,115.77,36.88,1.95
TX-11415,EMP-1011,Employee 1011,HR,Manager,Equipment,Dell Technologies,729.12,Invoice/Wire,International (Low Risk),8,0,0,0,None,547.59,53.44,3.4
TX-11460,EMP-1090,Employee 1090,Executive,Associate,Office Supplies,Target,184.03,Corporate Credit Card,International (High Risk),17,0,0,0,None,149.03,21.2,1.65
TX-10708,EMP-1034,Employee 1034,HR,Associate,Office Supplies,Amazon Business,143.59,Reimbursement Request,Domestic,15,0,0,0,None,186.02,20.89,-2.03
TX-11055,EMP-1091,Employee 1091,Finance,Associate,Software Licenses,Slack,129.84,Reimbursement Request,Domestic,22,0,1,0,None,133.15,34.47,-0.1
TX-3264,EMP-1094,Employee 1094,Sales,Associate,Meals,Catering Co,173.63,Reimbursement Request,Domestic,19,0,0,0,None,196.93,17.01,-1.37
TX-10549,EMP-1047,Employee 1047,Marketing,Manager,Meals,UberEats,494.35,Reimbursement Request,Domestic,11,0,0,0,None,320.39,109.09,1.59
TX-10000,EMP-1075,Employee 1075,Executive,Associate,Office Supplies,Amazon Business,120.21,Reimbursement Request,Domestic,10,1,0,0,None,94.04,42.37,0.62
TX-10985,EMP-1083,Employee 1083,Finance,Associate,Software Licenses,Slack,185.12,Corporate Credit Card,International (Low Risk),10,0,0,0,None,194.79,28.29,-0.34
TX-11341,EMP-1097,Employee 1097,Finance,Contractor,Meals,Catering Co,240.74,Corporate Credit Card,Domestic,22,0,1,0,None,215.22,30.77,0.83
TX-11034,EMP-1019,Employee 1019,Finance,Manager,Entertainment,Private Dining Services,913.51,Invoice/Wire,Domestic,10,1,0,0,None,793.44,127.22,0.94
TX-10402,EMP-1000,Employee 1000,Operations,Associate,Software Licenses,Zoom,69.02,Invoice/Wire,Domestic,9,0,0,0,None,77.52,41.19,-0.21
TX-11202,EMP-1075,Employee 1075,Executive,Associate,Travel,Delta Airlines,114.65,Reimbursement Request,Domestic,15,0,0,0,None,94.04,42.37,0.49
TX-10378,EMP-1035,Employee 1035,Marketing,Associate,Office Supplies,Amazon Business,336.33,Invoice/Wire,Domestic,17,0,0,0,None,172.7,44.43,3.68
TX-10258,EMP-1002,Employee 1002,Finance,Associate,Travel,Hertz,158.6,Corporate Credit Card,Domestic,23,0,1,0,None,156.21,10.82,0.22
TX-3223,EMP-1000,Employee 1000,Operations,Associate,Consulting,Delta Consulting,9700.64,Invoice/Wire,Domestic,14,0,0,1,Invoice Splitting,77.52,41.19,233.63
TX-10524,EMP-1002,Employee 1002,Finance,Associate,Office Supplies,Staples,64.96,Corporate Credit Card,Domestic,8,0,0,0,None,156.21,10.82,-8.43
TX-11185,EMP-1042,Employee 1042,Finance,Associate,Entertainment,Private Dining Services,109.55,Corporate Credit Card,Domestic,10,0,0,0,None,145.15,37.23,-0.96
TX-11332,EMP-1049,Employee 1049,HR,Associate,Meals,UberEats,110.85,Invoice/Wire,Domestic,12,0,0,0,None,76.15,37.64,0.92
TX-11406,EMP-1000,Employee 1000,Operations,Associate,Travel,Airbnb,139.17,Invoice/Wire,Domestic,11,0,0,0,None,77.52,41.19,1.5
TX-10533,EMP-1072,Employee 1072,Engineering,Contractor,Software Licenses,Salesforce,258.03,Invoice/Wire,Domestic,10,0,0,0,None,167.6,40.45,2.24
TX-11331,EMP-1014,Employee 1014,Operations,Associate,Meals,Starbucks,119.31,Reimbursement Request,Domestic,17,0,0,0,None,117.46,25.81,0.07
TX-10500,EMP-1098,Employee 1098,Marketing,Associate,Equipment,Best Buy,157.55,Reimbursement Request,Domestic,13,0,0,0,None,178.47,36.35,-0.58
TX-11291,EMP-1087,Employee 1087,HR,Associate,Entertainment,TopGolf,136.53,Corporate Credit Card,Domestic,16,0,0,0,None,87.63,17.37,2.82
TX-11579,EMP-1020,Employee 1020,HR,Associate,Software Licenses,Zoom,47.63,Reimbursement Request,Domestic,15,0,0,0,None,52.11,17.95,-0.25
TX-11379,EMP-1007,Employee 1007,Executive,Manager,Equipment,Best Buy,444.51,Reimbursement Request,Domestic,13,0,0,0,None,557.12,109.24,-1.03
TX-10001,EMP-1059,Employee 1059,Executive,Associate,Meals,Steakhouse,264.73,Invoice/Wire,International (Low Risk),23,0,1,0,None,153.78,36.08,3.08
TX-10357,EMP-1070,Employee 1070,HR,Associate,Software Licenses,AWS,80.81,Reimbursement Request,Domestic,13,0,0,0,None,107.76,44.05,-0.61
TX-11427,EMP-1097,Employee 1097,Finance,Contractor,Equipment,Dell Technologies,299.08,Corporate Credit Card,Domestic,10,0,0,0,None,215.22,30.77,2.73
TX-10802,EMP-1089,Employee 1089,Engineering,Contractor,Travel,Airbnb,256.79,Invoice/Wire,Domestic,11,0,0,0,None,260.59,41.99,-0.09
TX-10531,EMP-1082,Employee 1082,Operations,Associate,Consulting,Apex Legal,106.98,Corporate Credit Card,Domestic,13,0,0,0,None,69.06,30.89,1.23
TX-10458,EMP-1049,Employee 1049,HR,Associate,Entertainment,Vegas VIP Clubs,56.07,Corporate Credit Card,Domestic,11,0,0,0,None,76.15,37.64,-0.53
TX-10062,EMP-1009,Employee 1009,Engineering,Contractor,Entertainment,Vegas VIP Clubs,380.37,Invoice/Wire,Domestic,9,0,0,0,None,391.41,70.42,-0.16
TX-11098,EMP-1074,Employee 1074,Engineering,Associate,Entertainment,Vegas VIP Clubs,100.0,Reimbursement Request,Domestic,11,0,0,0,None,177.3,15.46,-5.0
TX-3271,EMP-1016,Employee 1016,Operations,Associate,Entertainment,City Arena,7961.82,Corporate Credit Card,Domestic,23,1,1,1,Unauthorised Spend Limit Exceeded,194.18,43.78,177.42
TX-10926,EMP-1064,Employee 1064,Executive,Contractor,Consulting,McKinsey & Co,278.35,Corporate Credit Card,Domestic,23,0,1,0,None,258.6,47.5,0.42
TX-10276,EMP-1044,Employee 1044,HR,Manager,Consulting,Delta Consulting,481.33,Corporate Credit Card,Domestic,8,0,0,0,None,484.83,74.22,-0.05
TX-11408,EMP-1059,Employee 1059,Executive,Associate,Travel,Airbnb,56.15,Reimbursement Request,Domestic,15,0,0,0,None,153.78,36.08,-2.71
TX-11175,EMP-1054,Employee 1054,Finance,Contractor,Travel,Delta Airlines,254.86,Reimbursement Request,Domestic,9,0,0,0,None,308.28,46.95,-1.14
TX-10875,EMP-1031,Employee 1031,Marketing,Manager,Software Licenses,AWS,627.05,Reimbursement Request,Domestic,9,0,0,0,None,764.85,130.81,-1.05
TX-10339,EMP-1070,Employee 1070,HR,Associate,Equipment,Apple Store,79.76,Invoice/Wire,Domestic,14,0,0,0,None,107.76,44.05,-0.64
TX-10202,EMP-1028,Employee 1028,Marketing,Executive,Software Licenses,Zoom,2056.49,Corporate Credit Card,International (Low Risk),9,0,0,0,None,2272.82,294.31,-0.74
TX-11079,EMP-1078,Employee 1078,Executive,Associate,Travel,Uber,277.58,Reimbursement Request,Domestic,10,0,0,0,None,183.5,23.52,4.0
TX-11443,EMP-1003,Employee 1003,Engineering,Associate,Meals,Steakhouse,190.64,Reimbursement Request,Domestic,10,0,0,0,None,190.78,10.03,-0.01
TX-11287,EMP-1037,Employee 1037,Sales,Manager,Equipment,Best Buy,431.18,Corporate Credit Card,International (Low Risk),8,0,0,0,None,468.81,144.29,-0.26
TX-10535,EMP-1007,Employee 1007,Executive,Manager,Office Supplies,OfficeMax,373.56,Reimbursement Request,International (Low Risk),8,0,0,0,None,557.12,109.24,-1.68
TX-10844,EMP-1041,Employee 1041,Marketing,Associate,Entertainment,Private Dining Services,114.95,Corporate Credit Card,International (Low Risk),12,0,0,0,None,125.4,12.06,-0.87
TX-10128,EMP-1065,Employee 1065,Sales,Associate,Equipment,Best Buy,145.6,Invoice/Wire,International (Low Risk),9,0,0,0,None,123.88,17.81,1.22
TX-10673,EMP-1094,Employee 1094,Sales,Associate,Office Supplies,OfficeMax,160.92,Reimbursement Request,Domestic,9,0,0,0,None,196.93,17.01,-2.12
TX-10475,EMP-1080,Employee 1080,Marketing,Associate,Entertainment,Vegas VIP Clubs,151.45,Corporate Credit Card,International (Low Risk),22,0,1,0,None,131.4,21.46,0.93
TX-10418,EMP-1071,Employee 1071,Marketing,Manager,Meals,Steakhouse,326.79,Reimbursement Request,International (Low Risk),17,0,0,0,None,578.4,143.62,-1.75
TX-10667,EMP-1005,Employee 1005,HR,Executive,Office Supplies,Staples,882.52,Corporate Credit Card,Domestic,12,1,0,0,None,2049.55,319.96,-3.65
TX-11551,EMP-1006,Employee 1006,HR,Contractor,Office Supplies,Target,335.71,Invoice/Wire,Domestic,15,1,0,0,None,208.19,34.53,3.69
TX-11065,EMP-1022,Employee 1022,Engineering,Manager,Office Supplies,Target,878.14,Reimbursement Request,Domestic,11,0,0,0,None,731.55,112.33,1.3
TX-11171,EMP-1014,Employee 1014,Operations,Associate,Equipment,Best Buy,200.94,Invoice/Wire,International (High Risk),9,0,0,0,None,117.46,25.81,3.23
TX-11430,EMP-1067,Employee 1067,Sales,Contractor,Equipment,Apple Store,247.5,Corporate Credit Card,International (High Risk),14,0,0,0,None,267.49,43.98,-0.45
TX-11490,EMP-1092,Employee 1092,Operations,Executive,Entertainment,City Arena,1677.96,Invoice/Wire,Domestic,16,0,0,0,None,2132.07,247.59,-1.83
TX-11527,EMP-1067,Employee 1067,Sales,Contractor,Equipment,CDW Corporation,181.74,Corporate Credit Card,International (Low Risk),16,0,0,0,None,267.49,43.98,-1.95
TX-11571,EMP-1065,Employee 1065,Sales,Associate,Meals,Starbucks,109.19,Corporate Credit Card,Domestic,17,0,0,0,None,123.88,17.81,-0.82
TX-10764,EMP-1069,Employee 1069,Sales,Associate,Equipment,Apple Store,192.25,Corporate Credit Card,Domestic,9,0,0,0,None,135.84,49.21,1.15
TX-11504,EMP-1091,Employee 1091,Finance,Associate,Consulting,Apex Legal,251.71,Invoice/Wire,Domestic,13,0,0,0,None,133.15,34.47,3.44
TX-10210,EMP-1039,Employee 1039,Executive,Contractor,Travel,Hertz,364.25,Invoice/Wire,Domestic,9,0,0,0,None,390.61,42.59,-0.62
TX-10423,EMP-1033,Employee 1033,HR,Contractor,Software Licenses,Salesforce,305.39,Corporate Credit Card,International (Low Risk),16,1,0,0,None,284.84,70.37,0.29
TX-3256,EMP-1023,Employee 1023,Engineering,Manager,Meals,Steakhouse,173.42,Reimbursement Request,Domestic,19,0,0,0,None,485.41,116.88,-2.67
TX-11496,EMP-1096,Employee 1096,Executive,Associate,Meals,Catering Co,113.36,Corporate Credit Card,Domestic,13,0,0,0,None,109.78,34.63,0.1
TX-10748,EMP-1039,Employee 1039,Executive,Contractor,Software Licenses,GitHub,340.79,Reimbursement Request,International (Low Risk),13,0,0,0,None,390.61,42.59,-1.17
TX-10024,EMP-1066,Employee 1066,Finance,Associate,Consulting,Apex Legal,120.0,Corporate Credit Card,Domestic,15,0,0,0,None,135.8,40.74,-0.39
TX-10224,EMP-1086,Employee 1086,Engineering,Associate,Entertainment,City Arena,252.61,Reimbursement Request,International (Low Risk),17,0,0,0,None,169.28,20.83,4.0
TX-10310,EMP-1055,Employee 1055,Marketing,Associate,Office Supplies,Amazon Business,296.06,Invoice/Wire,International (Low Risk),22,1,1,0,None,177.0,44.25,2.69
TX-10816,EMP-1068,Employee 1068,Executive,Associate,Office Supplies,Staples,33.54,Invoice/Wire,Domestic,15,0,0,0,None,52.32,47.13,-0.4
TX-10514,EMP-1075,Employee 1075,Executive,Associate,Meals,Catering Co,109.76,Invoice/Wire,Domestic,23,0,1,0,None,94.04,42.37,0.37
TX-10568,EMP-1013,Employee 1013,Executive,Associate,Consulting,Delta Consulting,201.58,Reimbursement Request,International (Low Risk),17,1,0,0,None,132.01,17.39,4.0
TX-11306,EMP-1086,Employee 1086,Engineering,Associate,Entertainment,TopGolf,252.61,Reimbursement Request,Domestic,16,0,0,0,None,169.28,20.83,4.0
TX-10362,EMP-1080,Employee 1080,Marketing,Associate,Meals,Starbucks,146.18,Corporate Credit Card,Domestic,10,0,0,0,None,131.4,21.46,0.69
TX-10585,EMP-1079,Employee 1079,HR,Associate,Office Supplies,Target,113.36,Invoice/Wire,Domestic,14,0,0,0,None,115.77,36.88,-0.07
TX-11145,EMP-1071,Employee 1071,Marketing,Manager,Equipment,Best Buy,637.28,Reimbursement Request,Domestic,17,1,0,0,None,578.4,143.62,0.41
TX-11100,EMP-1063,Employee 1063,Executive,Manager,Entertainment,TopGolf,1015.62,Corporate Credit Card,Domestic,23,0,1,0,None,786.51,89.31,2.57
TX-10093,EMP-1062,Employee 1062,Sales,Associate,Consulting,Accenture,80.88,Corporate Credit Card,Domestic,22,0,1,0,None,126.32,35.45,-1.28
TX-10539,EMP-1016,Employee 1016,Operations,Associate,Meals,Local Diner,218.59,Invoice/Wire,Domestic,13,0,0,0,None,194.18,43.78,0.56
TX-10701,EMP-1093,Employee 1093,Executive,Executive,Meals,Local Diner,840.78,Invoice/Wire,International (Low Risk),13,0,0,0,None,1232.15,213.8,-1.83
TX-10755,EMP-1076,Employee 1076,Marketing,Associate,Software Licenses,Salesforce,141.95,Corporate Credit Card,Domestic,16,0,0,0,None,141.73,13.26,0.02
TX-10620,EMP-1056,Employee 1056,Executive,Associate,Software Licenses,Slack,179.32,Corporate Credit Card,International (Low Risk),14,0,0,0,None,146.3,13.37,2.47
TX-10131,EMP-1082,Employee 1082,Operations,Associate,Office Supplies,Staples,96.45,Invoice/Wire,Domestic,15,0,0,0,None,69.06,30.89,0.89
TX-10853,EMP-1052,Employee 1052,Operations,Associate,Software Licenses,Adobe,133.03,Corporate Credit Card,Domestic,11,1,0,0,None,172.58,32.21,-1.23
TX-10837,EMP-1077,Employee 1077,Operations,Associate,Software Licenses,Slack,213.43,Reimbursement Request,Domestic,15,0,0,0,None,169.74,36.0,1.21
TX-10961,EMP-1020,Employee 1020,HR,Associate,Equipment,CDW Corporation,92.53,Corporate Credit Card,Domestic,13,1,0,0,None,52.11,17.95,2.25
TX-11577,EMP-1084,Employee 1084,Executive,Manager,Equipment,CDW Corporation,981.93,Invoice/Wire,International (High Risk),14,0,0,0,None,565.68,104.06,4.0
TX-3307,EMP-1013,Employee 1013,Executive,Associate,Equipment,Apple Store,4595.55,Corporate Credit Card,Domestic,2,1,1,1,Suspicious Off-hours Purchase,132.01,17.39,256.67
TX-10852,EMP-1043,Employee 1043,Finance,Associate,Software Licenses,AWS,60.35,Reimbursement Request,Domestic,22,0,1,0,None,197.85,19.68,-6.99
TX-11061,EMP-1045,Employee 1045,Executive,Associate,Entertainment,TopGolf,141.08,Invoice/Wire,Domestic,9,0,0,0,None,144.85,35.34,-0.11
TX-3232,EMP-1064,Employee 1064,Executive,Contractor,Consulting,Apex Legal,9852.01,Invoice/Wire,Domestic,14,0,0,1,Invoice Splitting,258.6,47.5,201.97
TX-10542,EMP-1098,Employee 1098,Marketing,Associate,Office Supplies,Staples,91.75,Invoice/Wire,International (Low Risk),14,0,0,0,None,178.47,36.35,-2.39
TX-10612,EMP-1071,Employee 1071,Marketing,Manager,Office Supplies,Target,857.54,Invoice/Wire,Domestic,14,0,0,0,None,578.4,143.62,1.94
TX-11328,EMP-1055,Employee 1055,Marketing,Associate,Meals,Steakhouse,177.58,Invoice/Wire,International (Low Risk),17,0,0,0,None,177.0,44.25,0.01
TX-10646,EMP-1016,Employee 1016,Operations,Associate,Meals,Catering Co,104.96,Corporate Credit Card,Domestic,14,0,0,0,None,194.18,43.78,-2.04
TX-11211,EMP-1053,Employee 1053,HR,Associate,Office Supplies,Staples,211.8,Reimbursement Request,Domestic,10,0,0,0,None,199.44,48.62,0.25
TX-10184,EMP-1005,Employee 1005,HR,Executive,Software Licenses,Zoom,1639.44,Corporate Credit Card,International (Low Risk),11,1,0,0,None,2049.55,319.96,-1.28
TX-11284,EMP-1018,Employee 1018,HR,Associate,Meals,Steakhouse,77.69,Invoice/Wire,International (Low Risk),9,0,0,0,None,91.4,21.85,-0.63
TX-10791,EMP-1054,Employee 1054,Finance,Contractor,Travel,Marriott Hotels,354.18,Invoice/Wire,Domestic,14,0,0,0,None,308.28,46.95,0.98
TX-10747,EMP-1091,Employee 1091,Finance,Associate,Entertainment,TopGolf,132.1,Invoice/Wire,Domestic,22,0,1,0,None,133.15,34.47,-0.03
TX-10186,EMP-1086,Employee 1086,Engineering,Associate,Software Licenses,Slack,126.64,Corporate Credit Card,Domestic,14,0,0,0,None,169.28,20.83,-2.05
TX-11345,EMP-1018,Employee 1018,HR,Associate,Office Supplies,Target,131.18,Reimbursement Request,Domestic,15,1,0,0,None,91.4,21.85,1.82
TX-3295,EMP-1085,Employee 1085,Operations,Manager,Consulting,Shadow Advisory Group,28782.2,Invoice/Wire,International (High Risk),3,1,1,1,High-Risk Tax Haven Offshore Wire,366.37,146.95,193.37
